age,gender,nationality,current_city,travel_style,budget_level,preferred_region,preferred_cuisine,travel_with,transport_preference,accommodation_type,budget_avg,is_group,travel_intensity,city
28,male,european,Zaghouan,luxury,high,south,african,friends,car,resort,129.5,0,low,Gabes
49,male,african,Kasserine,relaxation,medium,south,asian,couple,car,airbnb,186.2,0,high,Gabes
37,female,tunisian,Ariana,adventure,medium,south,asian,friends,car,airbnb,145.5,0,medium,Tataouine
29,male,other,Tozeur,luxury,high,south,mediterranean,family,car,hotel,61.2,0,high,Gabes
27,male,other,Kebili,adventure,medium,coastal,mediterranean,family,car,hotel,92.0,1,medium,Sfax
25,male,european,Monastir,relaxation,high,desert,indian,couple,plane,hotel,182.1,0,low,Kebili
21,male,tunisian,Bizerte,luxury,medium,north,middle_eastern,couple,public,airbnb,171.0,0,low,Manouba
63,male,european,Mahdia,beaches,low,desert,african,solo,plane,hostel,228.4,1,low,Kebili
47,female,tunisian,Tataouine,beaches,medium,north,indian,couple,car,hotel,177.9,0,medium,Bizerte
44,male,tunisian,Tozeur,relaxation,high,north,european,family,plane,hostel,137.4,1,low,Ariana
40,male,other,Beja,adventure,low,desert,asian,family,public,resort,61.5,1,low,Tozeur
55,male,other,Bizerte,cultural,medium,north,middle_eastern,solo,car,airbnb,189.6,1,high,Tunis
23,female,european,Gabes,nature,low,inland,asian,solo,plane,hotel,152.8,1,low,Siliana
52,male,other,Ben Arous,nature,low,south,asian,friends,plane,hotel,182.5,0,medium,Kebili
28,male,tunisian,Mahdia,cultural,medium,north,indian,couple,car,hostel,40.0,0,medium,Tunis
59,male,tunisian,Monastir,relaxation,medium,desert,asian,couple,public,hotel,97.4,1,high,Kebili
38,male,other,Siliana,beaches,high,inland,asian,solo,public,hostel,190.4,0,high,Sfax
21,female,european,Monastir,beaches,low,inland,european,friends,public,resort,158.1,0,low,Sfax
22,female,other,Ben Arous,adventure,medium,coastal,african,friends,public,resort,199.8,1,high,Sfax
38,female,african,Kairouan,adventure,low,north,european,family,plane,resort,118.0,0,low,Beja
26,female,african,Monastir,beaches,low,north,african,family,plane,hotel,307.2,0,medium,Bizerte
48,male,african,Kebili,luxury,low,inland,mediterranean,solo,public,airbnb,171.6,1,high,Le Kef
39,male,european,Tunis,relaxation,low,south,indian,solo,plane,resort,271.7,0,high,Gabes
18,male,european,Siliana,relaxation,high,coastal,mediterranean,family,car,hostel,250.1,0,medium,Mahdia
28,female,european,Sfax,party,medium,inland,asian,couple,plane,hostel,94.3,1,high,Sidi Bouzid
52,female,african,Tataouine,cultural,high,inland,american,solo,car,hotel,251.2,0,high,Kairouan
58,male,african,Kebili,beaches,high,south,tunisian,family,car,hotel,224.7,0,medium,Gabes
36,male,arab,Gabes,luxury,medium,coastal,asian,couple,car,airbnb,181.9,1,medium,Tunis
61,male,arab,Gafsa,cultural,high,desert,african,couple,car,airbnb,158.8,1,medium,Tozeur
53,male,european,Monastir,luxury,medium,north,american,friends,public,resort,40.0,1,low,Manouba
44,male,european,Jendouba,cultural,high,north,indian,family,public,resort,40.0,0,low,Tunis
38,male,african,Sousse,relaxation,medium,south,middle_eastern,couple,public,airbnb,201.8,1,high,Gabes
30,female,tunisian,Kasserine,adventure,high,south,middle_eastern,couple,car,resort,382.5,1,low,Tataouine
49,male,african,Gafsa,luxury,low,inland,mediterranean,friends,car,hotel,286.8,0,low,Le Kef
23,male,other,Kasserine,relaxation,high,south,tunisian,solo,plane,hotel,177.2,1,low,Gabes
54,female,arab,Medenine,relaxation,low,coastal,american,friends,car,airbnb,267.4,1,medium,Mahdia
37,male,tunisian,Monastir,beaches,high,north,middle_eastern,solo,car,airbnb,40.0,1,low,Bizerte
43,male,other,Jendouba,adventure,medium,desert,american,couple,public,airbnb,201.9,0,high,Tozeur
32,male,african,Ben Arous,adventure,low,south,african,family,plane,airbnb,93.1,0,medium,Tataouine
18,female,arab,Le Kef,beaches,low,south,african,friends,plane,hotel,218.6,0,medium,Gabes
35,female,european,Ben Arous,beaches,low,coastal,asian,couple,car,hostel,40.0,0,medium,Sousse
78,male,arab,Gafsa,relaxation,low,inland,american,couple,car,hostel,151.1,1,high,Kasserine
45,female,african,Mahdia,nature,low,inland,european,family,car,hotel,40.0,0,high,Siliana
39,male,european,Mahdia,nature,medium,desert,mediterranean,friends,public,resort,360.6,1,medium,Kebili
35,female,other,Gabes,beaches,high,inland,mediterranean,friends,plane,resort,50.5,0,medium,Sfax
37,male,arab,Gafsa,party,high,north,middle_eastern,friends,plane,airbnb,40.0,1,high,Ben Arous
51,female,other,Ariana,adventure,medium,inland,indian,couple,public,hotel,45.0,1,medium,Gafsa
49,female,other,Beja,nature,high,south,african,couple,public,resort,46.6,1,low,Kebili
56,female,other,Gafsa,relaxation,low,coastal,mediterranean,friends,car,hostel,119.7,0,low,Mahdia
43,female,other,Sfax,nature,low,coastal,middle_eastern,solo,car,hotel,211.4,0,low,Mahdia
38,male,european,Beja,luxury,medium,north,tunisian,solo,plane,hostel,168.9,0,high,Manouba
28,male,european,Ariana,relaxation,low,inland,tunisian,couple,plane,airbnb,55.8,0,medium,Kasserine
31,male,african,Beja,luxury,high,coastal,european,family,public,hostel,283.6,0,high,Nabeul
27,female,european,Sfax,relaxation,medium,coastal,tunisian,family,public,airbnb,109.1,0,high,Mahdia
51,female,european,Ben Arous,luxury,high,south,asian,family,car,hotel,109.4,1,low,Gabes
23,female,arab,Gafsa,cultural,low,south,american,solo,public,airbnb,180.9,0,high,Medenine
28,female,european,Tozeur,luxury,high,coastal,african,couple,public,hostel,224.4,0,low,Nabeul
43,male,other,Kairouan,nature,high,desert,mediterranean,friends,plane,hostel,169.9,1,high,Kebili
20,female,other,Medenine,luxury,medium,north,european,couple,car,hotel,218.3,1,low,Manouba
29,female,european,Kasserine,adventure,medium,north,tunisian,family,car,hotel,242.4,0,medium,Beja
57,male,tunisian,Gabes,party,high,coastal,indian,family,public,resort,236.7,0,low,Zaghouan
34,male,arab,Le Kef,luxury,medium,coastal,middle_eastern,couple,plane,hostel,157.3,0,medium,Nabeul
29,male,african,Nabeul,beaches,low,desert,american,family,public,hostel,302.0,0,low,Tozeur
66,female,african,Ariana,luxury,low,desert,tunisian,solo,car,hostel,73.0,1,low,Tozeur
18,male,arab,Sidi Bouzid,beaches,low,inland,indian,couple,plane,resort,40.0,1,high,Ben Arous
18,female,arab,Ariana,party,medium,south,european,solo,car,hostel,294.3,1,low,Ben Arous
19,male,other,Tataouine,party,high,north,mediterranean,solo,plane,airbnb,49.1,0,low,Ben Arous
43,female,african,Ben Arous,beaches,medium,north,tunisian,family,car,hostel,116.0,0,low,Bizerte
29,male,other,Jendouba,cultural,high,north,tunisian,friends,public,hotel,125.1,1,high,Tunis
38,female,other,Ben Arous,nature,medium,south,european,friends,public,resort,385.2,0,high,Kebili
39,female,european,Tataouine,beaches,medium,desert,mediterranean,couple,plane,hotel,187.4,1,low,Kebili
39,male,arab,Zaghouan,party,low,north,indian,family,car,airbnb,312.8,0,medium,Ben Arous
46,male,other,Tozeur,adventure,medium,inland,asian,solo,plane,hostel,266.4,1,medium,Gafsa
55,female,other,Kasserine,cultural,low,inland,european,friends,plane,airbnb,102.9,1,medium,Kairouan
71,male,african,Zaghouan,party,low,south,american,friends,plane,airbnb,270.5,0,medium,Sfax
32,female,other,Manouba,adventure,high,inland,american,solo,car,hostel,40.0,0,high,Gafsa
35,female,tunisian,Sfax,luxury,high,south,mediterranean,solo,car,airbnb,66.3,1,medium,Gabes
59,female,arab,Medenine,party,low,south,american,couple,public,airbnb,110.2,0,high,Sfax
41,female,arab,Manouba,luxury,medium,desert,american,solo,car,resort,40.0,0,medium,Tozeur
36,male,arab,Kasserine,relaxation,high,coastal,american,family,public,airbnb,170.2,1,low,Mahdia
49,female,arab,Monastir,luxury,high,desert,tunisian,family,plane,airbnb,171.4,0,high,Tozeur
42,male,other,Gafsa,beaches,medium,north,european,solo,car,airbnb,176.2,0,medium,Bizerte
33,male,tunisian,Beja,adventure,high,inland,mediterranean,couple,plane,airbnb,122.8,1,high,Gafsa
26,male,other,Mahdia,cultural,low,north,american,friends,car,hotel,217.1,0,low,Tunis
45,male,other,Sfax,adventure,low,desert,asian,friends,public,airbnb,40.0,1,low,Tozeur
53,female,arab,Zaghouan,party,low,desert,african,family,plane,airbnb,171.6,1,low,Tozeur
52,male,african,Zaghouan,adventure,low,coastal,american,solo,car,hostel,152.8,0,low,Sfax
60,male,tunisian,Beja,luxury,high,inland,middle_eastern,solo,plane,resort,114.2,0,high,Le Kef
51,male,african,Tunis,relaxation,low,north,tunisian,solo,plane,hotel,102.3,0,high,Ariana
18,male,other,Tataouine,cultural,low,north,middle_eastern,solo,car,hostel,215.1,0,medium,Tunis
50,male,european,Monastir,cultural,high,desert,indian,family,plane,resort,289.3,1,low,Tozeur
28,female,arab,Kairouan,relaxation,low,south,middle_eastern,solo,plane,resort,239.5,0,medium,Gabes
35,female,other,Sfax,beaches,low,south,mediterranean,solo,public,resort,49.1,0,low,Gabes
25,female,tunisian,Kebili,party,high,coastal,mediterranean,family,plane,hotel,113.9,0,high,Zaghouan
34,female,european,Kairouan,adventure,low,desert,asian,couple,plane,airbnb,148.5,1,medium,Tozeur
53,male,arab,Mahdia,party,high,north,asian,solo,plane,hotel,108.9,0,medium,Ben Arous
53,female,other,Sidi Bouzid,nature,medium,coastal,african,family,public,hotel,221.3,0,high,Mahdia
74,female,tunisian,Nabeul,adventure,low,desert,european,family,plane,resort,48.4,0,high,Tozeur
55,female,african,Sousse,adventure,medium,inland,indian,family,plane,resort,270.2,0,high,Gafsa
36,female,tunisian,Zaghouan,party,low,north,middle_eastern,solo,plane,resort,300.4,0,low,Ben Arous
58,female,european,Ariana,luxury,medium,coastal,mediterranean,couple,public,resort,69.6,0,low,Nabeul
27,male,african,Jendouba,luxury,low,north,tunisian,family,plane,resort,182.6,0,medium,Manouba
31,female,tunisian,Bizerte,party,low,coastal,mediterranean,friends,plane,hotel,331.9,0,medium,Zaghouan
49,female,tunisian,Mahdia,relaxation,low,inland,european,family,car,hostel,259.2,0,medium,Kasserine
67,male,tunisian,Sfax,nature,low,inland,asian,family,public,hostel,107.5,0,medium,Siliana
18,male,arab,Ariana,adventure,high,desert,asian,family,public,hotel,83.6,1,medium,Tozeur
60,male,european,Bizerte,luxury,low,inland,european,couple,plane,hostel,167.0,1,medium,Le Kef
43,female,arab,Siliana,luxury,low,south,mediterranean,solo,public,resort,250.5,0,medium,Gabes
29,male,african,Sfax,party,low,north,tunisian,friends,plane,hotel,95.8,0,high,Ben Arous
56,female,other,Zaghouan,nature,high,south,african,couple,car,airbnb,66.6,1,low,Kebili
43,male,tunisian,Sousse,cultural,high,coastal,european,couple,public,resort,97.7,0,low,Monastir
29,male,european,Monastir,adventure,medium,inland,american,friends,plane,hostel,132.3,1,high,Gafsa
18,male,african,Ben Arous,beaches,medium,coastal,asian,family,plane,hostel,289.7,1,medium,Sousse
18,male,arab,Gabes,cultural,low,north,middle_eastern,family,public,airbnb,116.5,1,low,Tunis
31,male,other,Beja,adventure,medium,coastal,asian,couple,public,airbnb,211.8,1,high,Sfax
42,female,european,Tataouine,relaxation,medium,coastal,european,family,plane,hotel,201.8,1,medium,Mahdia
47,male,other,Kairouan,nature,low,coastal,middle_eastern,friends,car,airbnb,119.1,0,medium,Mahdia
44,female,european,Kasserine,beaches,low,north,tunisian,solo,public,airbnb,195.5,1,low,Bizerte
51,female,other,Tataouine,cultural,medium,coastal,european,family,plane,airbnb,101.8,1,high,Monastir
58,male,tunisian,Kairouan,adventure,medium,coastal,middle_eastern,solo,plane,hostel,42.3,0,medium,Sfax
51,male,arab,Ariana,nature,medium,south,american,friends,car,resort,161.6,0,medium,Kebili
18,male,arab,Nabeul,relaxation,medium,desert,mediterranean,solo,public,airbnb,128.9,0,high,Kebili
45,male,arab,Siliana,party,low,north,african,couple,public,hostel,111.3,1,high,Ben Arous
42,female,other,Nabeul,party,low,coastal,asian,solo,public,resort,216.7,1,low,Zaghouan
32,male,arab,Tataouine,party,low,desert,middle_eastern,friends,car,airbnb,40.0,1,low,Tozeur
33,female,arab,Sidi Bouzid,beaches,low,coastal,indian,couple,plane,resort,126.3,1,high,Sousse
33,female,african,Kasserine,beaches,low,coastal,asian,friends,car,airbnb,167.5,0,low,Sousse
35,female,other,Monastir,beaches,medium,desert,indian,solo,plane,resort,187.9,1,low,Kebili
41,female,african,Sidi Bouzid,party,high,coastal,middle_eastern,solo,public,hostel,49.1,1,high,Zaghouan
70,female,african,Gabes,luxury,medium,coastal,middle_eastern,couple,car,resort,100.3,0,low,Nabeul
48,male,african,Medenine,beaches,medium,desert,middle_eastern,couple,car,airbnb,180.1,1,medium,Kebili
53,female,european,Beja,beaches,high,south,european,solo,plane,hotel,190.9,1,high,Gabes
60,female,european,Bizerte,party,medium,coastal,african,solo,plane,airbnb,171.2,0,low,Zaghouan
60,male,tunisian,Siliana,nature,medium,south,european,friends,plane,airbnb,216.4,1,medium,Kebili
61,male,other,Le Kef,adventure,low,north,american,solo,public,airbnb,231.8,1,low,Beja
27,female,other,Tunis,party,low,desert,asian,couple,plane,airbnb,135.3,0,medium,Tozeur
53,female,tunisian,Bizerte,cultural,low,south,middle_eastern,solo,car,hostel,259.9,0,low,Medenine
53,female,european,Gabes,nature,medium,south,indian,friends,car,hostel,202.6,1,low,Kebili
27,female,arab,Tataouine,luxury,high,south,tunisian,friends,public,hostel,136.7,0,high,Gabes
60,male,arab,Manouba,adventure,high,north,asian,family,public,resort,121.5,1,low,Beja
43,female,tunisian,Kairouan,beaches,low,desert,mediterranean,family,car,airbnb,92.9,1,medium,Kebili
33,male,european,Siliana,adventure,high,north,tunisian,couple,public,hostel,265.9,1,medium,Beja
38,male,other,Kairouan,luxury,medium,north,asian,couple,public,airbnb,138.0,1,medium,Manouba
22,female,african,Manouba,cultural,high,coastal,indian,couple,car,hostel,110.5,1,medium,Monastir
29,male,arab,Sousse,nature,high,south,european,family,car,hotel,233.1,0,high,Kebili
67,female,arab,Gabes,nature,low,south,asian,couple,public,airbnb,146.1,1,low,Kebili
40,male,other,Siliana,luxury,medium,inland,asian,friends,car,airbnb,40.0,1,medium,Le Kef
41,male,tunisian,Kairouan,relaxation,medium,desert,mediterranean,friends,plane,resort,300.6,1,high,Kebili
42,male,arab,Kasserine,nature,medium,south,african,solo,plane,resort,279.2,1,low,Kebili
85,female,other,Sfax,party,high,desert,african,solo,car,resort,96.1,1,low,Tozeur
34,female,tunisian,Sidi Bouzid,relaxation,medium,north,indian,family,public,airbnb,297.7,1,low,Ariana
36,female,arab,Tunis,adventure,low,north,tunisian,family,public,hostel,182.2,0,medium,Beja
21,female,african,Sousse,adventure,low,north,european,friends,public,hostel,138.3,0,medium,Beja
36,male,tunisian,Beja,nature,medium,north,european,solo,public,airbnb,226.6,1,high,Jendouba
45,female,tunisian,Beja,beaches,high,desert,american,solo,car,airbnb,245.7,0,low,Kebili
33,female,african,Sfax,luxury,medium,coastal,african,friends,car,hotel,286.0,1,low,Nabeul
40,male,other,Medenine,relaxation,low,north,american,couple,plane,airbnb,40.0,0,medium,Ariana
43,female,european,Monastir,luxury,medium,north,indian,family,car,hotel,236.1,0,medium,Manouba
27,female,arab,Nabeul,beaches,high,desert,african,friends,public,airbnb,186.0,0,low,Kebili
34,female,other,Jendouba,relaxation,low,north,middle_eastern,solo,car,airbnb,140.8,0,medium,Ariana
59,female,arab,Tunis,beaches,medium,south,indian,friends,car,hotel,68.2,1,high,Gabes
37,male,european,Zaghouan,beaches,medium,desert,american,family,car,hotel,245.2,0,low,Kebili
32,female,other,Gafsa,nature,medium,south,middle_eastern,couple,car,resort,40.0,0,medium,Kebili
36,male,european,Ariana,adventure,high,north,mediterranean,friends,plane,resort,119.2,0,low,Beja
46,male,european,Ariana,relaxation,medium,desert,indian,solo,public,hostel,77.1,0,medium,Kebili
49,male,african,Sousse,party,high,coastal,indian,couple,plane,hostel,245.8,0,high,Zaghouan
39,female,other,Sidi Bouzid,relaxation,high,inland,asian,friends,plane,airbnb,267.0,0,high,Kasserine
46,female,arab,Ariana,luxury,high,north,middle_eastern,solo,car,hotel,154.1,1,low,Manouba
39,female,african,Sousse,party,high,south,tunisian,solo,public,hotel,183.6,0,medium,Sfax
57,female,other,Zaghouan,nature,high,inland,american,couple,plane,airbnb,59.4,1,high,Siliana
46,female,european,Manouba,luxury,high,inland,european,couple,plane,hostel,232.9,1,low,Le Kef
38,male,arab,Siliana,luxury,high,inland,african,friends,car,resort,40.0,0,high,Le Kef
48,male,african,Mahdia,luxury,low,inland,indian,family,car,airbnb,167.1,1,medium,Le Kef
21,male,tunisian,Gabes,nature,medium,coastal,indian,friends,public,resort,218.3,0,medium,Mahdia
47,male,european,Ben Arous,beaches,medium,coastal,indian,friends,public,airbnb,231.6,0,low,Sousse
38,male,african,Siliana,nature,low,coastal,middle_eastern,solo,plane,airbnb,107.9,1,high,Mahdia
25,male,arab,Zaghouan,adventure,low,desert,american,family,plane,hostel,199.4,0,low,Tozeur
19,male,arab,Bizerte,adventure,medium,south,mediterranean,family,plane,airbnb,148.3,1,high,Tataouine
43,female,arab,Zaghouan,party,high,north,tunisian,family,plane,resort,134.2,0,high,Ben Arous
48,female,arab,Monastir,relaxation,low,inland,african,solo,plane,airbnb,239.1,1,high,Kasserine
35,male,tunisian,Tataouine,adventure,high,north,american,family,plane,hotel,231.6,0,medium,Beja
48,female,tunisian,Le Kef,relaxation,medium,coastal,indian,friends,plane,hostel,65.0,1,low,Mahdia
48,male,african,Bizerte,relaxation,high,north,asian,couple,car,airbnb,271.9,1,high,Ariana
39,female,arab,Kasserine,beaches,low,inland,mediterranean,solo,public,resort,222.9,0,high,Sfax
37,female,tunisian,Bizerte,luxury,high,south,middle_eastern,friends,plane,airbnb,122.2,0,high,Gabes
36,female,other,Sousse,adventure,low,coastal,asian,friends,public,hotel,109.5,0,high,Sfax
31,female,arab,Gafsa,nature,medium,coastal,asian,couple,car,hotel,101.0,0,medium,Mahdia
44,female,other,Monastir,party,low,inland,middle_eastern,friends,plane,resort,40.0,0,high,Sidi Bouzid
29,male,arab,Kasserine,relaxation,medium,south,european,couple,car,resort,103.7,0,high,Gabes
40,male,tunisian,Beja,nature,medium,north,asian,couple,public,hostel,274.1,0,low,Ben Arous
52,female,other,Siliana,relaxation,low,coastal,european,couple,car,resort,100.0,0,medium,Mahdia
49,female,european,Jendouba,luxury,medium,south,mediterranean,solo,public,airbnb,270.8,0,high,Gabes
35,female,tunisian,Gafsa,nature,low,south,indian,friends,car,hostel,81.1,1,high,Kebili
43,female,other,Sfax,party,medium,inland,indian,couple,plane,hotel,113.7,1,high,Sidi Bouzid
45,male,other,Beja,luxury,low,desert,american,solo,car,airbnb,279.5,0,medium,Tozeur
38,male,european,Siliana,party,high,north,indian,family,car,hotel,261.5,1,medium,Ben Arous
43,female,european,Sousse,nature,high,south,indian,solo,plane,hotel,62.5,1,high,Kebili
41,male,european,Kebili,cultural,low,desert,european,family,car,hostel,331.8,1,medium,Tozeur
42,female,european,Siliana,cultural,high,desert,tunisian,family,public,airbnb,107.6,1,low,Tozeur
25,female,tunisian,Tozeur,relaxation,low,coastal,asian,couple,public,hotel,227.0,0,medium,Mahdia
44,female,african,Tozeur,nature,medium,inland,mediterranean,couple,car,resort,84.1,1,high,Siliana
50,female,other,Kairouan,nature,high,south,african,solo,plane,airbnb,153.5,0,medium,Kebili
24,male,tunisian,Tunis,adventure,low,coastal,tunisian,family,plane,hostel,228.8,1,high,Sfax
35,male,european,Tunis,cultural,low,desert,african,couple,public,airbnb,169.3,1,medium,Tozeur
25,female,other,Le Kef,luxury,low,south,tunisian,solo,car,resort,258.7,0,medium,Gabes
31,male,african,Sousse,beaches,high,desert,tunisian,friends,public,airbnb,238.6,1,high,Kebili
18,female,african,Mahdia,adventure,medium,coastal,middle_eastern,solo,public,airbnb,55.2,0,high,Sfax
32,female,arab,Siliana,relaxation,low,north,tunisian,family,car,resort,99.8,0,high,Ariana
32,male,european,Siliana,cultural,high,inland,american,family,plane,resort,181.2,0,high,Kairouan
57,female,european,Mahdia,relaxation,low,coastal,african,family,plane,airbnb,243.4,0,low,Beja
53,female,arab,Gafsa,adventure,low,south,european,couple,plane,hostel,289.2,0,medium,Tataouine
37,male,african,Gafsa,nature,medium,coastal,middle_eastern,family,car,airbnb,84.2,1,low,Mahdia
20,male,european,Manouba,cultural,high,north,indian,solo,car,airbnb,136.7,1,low,Tunis
41,male,european,Kasserine,luxury,medium,inland,indian,couple,public,resort,85.1,1,medium,Le Kef
43,female,african,Tunis,nature,medium,desert,indian,couple,public,airbnb,237.6,1,high,Kebili
47,female,arab,Ariana,adventure,high,coastal,asian,solo,car,resort,62.8,0,low,Sfax
38,male,other,Tataouine,nature,low,desert,mediterranean,family,car,hostel,161.9,1,high,Kebili
37,female,african,Tozeur,beaches,low,south,african,friends,public,resort,57.6,0,medium,Gabes
53,female,african,Tozeur,luxury,high,south,european,family,public,hostel,213.8,1,medium,Gabes
29,male,other,Tozeur,adventure,medium,coastal,european,friends,car,airbnb,90.8,1,medium,Sfax
61,female,tunisian,Sfax,adventure,low,desert,american,friends,car,hotel,65.2,1,high,Tozeur
34,female,other,Tataouine,nature,medium,desert,african,family,car,airbnb,369.1,1,medium,Kebili
51,male,other,Ariana,cultural,medium,coastal,american,friends,public,airbnb,237.6,0,high,Monastir
20,female,arab,Kairouan,adventure,medium,desert,indian,solo,car,airbnb,127.7,1,high,Tozeur
42,female,african,Zaghouan,relaxation,high,desert,african,family,public,hotel,101.3,1,medium,Kebili
44,male,other,Kebili,adventure,low,coastal,european,solo,car,airbnb,124.0,0,medium,Sfax
22,male,other,Tozeur,adventure,medium,inland,tunisian,solo,plane,resort,199.8,1,low,Gafsa
18,male,european,Tunis,nature,low,coastal,american,solo,plane,airbnb,155.7,1,high,Mahdia
49,male,arab,Kasserine,beaches,high,south,tunisian,solo,car,resort,192.7,0,high,Gabes
20,male,arab,Manouba,party,medium,inland,mediterranean,couple,plane,hostel,98.3,1,low,Sidi Bouzid
18,female,tunisian,Mahdia,cultural,medium,north,middle_eastern,family,car,hostel,274.5,1,low,Tunis
41,female,european,Tozeur,adventure,low,inland,asian,couple,car,airbnb,129.7,0,low,Gafsa
44,male,european,Sousse,adventure,medium,inland,indian,couple,car,airbnb,99.8,1,medium,Gafsa
51,male,tunisian,Zaghouan,adventure,medium,inland,european,friends,plane,hotel,240.0,0,high,Gafsa
50,male,tunisian,Jendouba,relaxation,low,desert,asian,friends,public,hotel,121.3,0,medium,Kebili
33,male,tunisian,Jendouba,relaxation,high,south,mediterranean,solo,car,hostel,114.4,1,medium,Gabes
38,female,african,Sidi Bouzid,adventure,low,coastal,tunisian,couple,public,resort,263.5,0,low,Sfax
36,female,african,Kebili,party,medium,inland,indian,solo,plane,resort,216.6,0,high,Sidi Bouzid
18,female,european,Monastir,luxury,medium,inland,tunisian,couple,car,airbnb,151.2,1,high,Le Kef
39,female,arab,Gafsa,relaxation,medium,desert,indian,couple,public,hotel,219.2,1,medium,Kebili
22,female,tunisian,Bizerte,relaxation,medium,inland,tunisian,couple,public,resort,157.3,0,high,Kasserine
41,male,european,Sfax,party,high,inland,european,couple,car,hostel,61.9,1,medium,Sidi Bouzid
42,female,other,Zaghouan,adventure,high,north,american,couple,plane,hostel,203.3,0,low,Beja
31,female,african,Ben Arous,adventure,high,coastal,european,solo,plane,hotel,79.5,0,high,Jendouba
33,female,tunisian,Gabes,party,high,south,african,solo,plane,resort,472.5,0,low,Sfax
40,female,tunisian,Gafsa,nature,medium,desert,african,solo,plane,resort,47.2,1,low,Kebili
54,male,arab,Zaghouan,party,medium,inland,asian,couple,car,resort,209.7,1,medium,Sidi Bouzid
42,male,tunisian,Gafsa,cultural,high,coastal,middle_eastern,friends,car,hotel,134.2,0,high,Monastir
22,male,tunisian,Nabeul,party,medium,coastal,tunisian,friends,car,resort,241.9,0,high,Zaghouan
31,female,tunisian,Sidi Bouzid,nature,medium,coastal,asian,friends,plane,resort,134.2,0,low,Kairouan
42,male,tunisian,Ariana,adventure,low,south,european,couple,public,hotel,100.1,1,low,Tataouine
18,male,arab,Zaghouan,beaches,low,north,european,friends,plane,hotel,149.1,1,high,Bizerte
24,female,tunisian,Tunis,relaxation,medium,inland,african,friends,car,hostel,112.1,0,low,Kasserine
60,male,african,Nabeul,cultural,low,south,tunisian,couple,car,airbnb,40.0,0,medium,Medenine
54,female,european,Le Kef,adventure,low,inland,middle_eastern,couple,plane,airbnb,273.7,0,low,Gafsa
31,male,european,Nabeul,beaches,medium,desert,tunisian,couple,plane,resort,94.8,0,medium,Kebili
64,male,european,Sousse,adventure,high,south,african,solo,plane,resort,105.9,1,medium,Tataouine
45,female,european,Sfax,adventure,low,north,mediterranean,solo,public,hotel,54.5,1,low,Beja
36,male,other,Ariana,relaxation,high,south,african,friends,plane,hostel,118.3,1,high,Gabes
47,female,other,Manouba,nature,medium,inland,indian,family,car,resort,56.3,0,medium,Siliana
57,female,european,Medenine,cultural,high,desert,middle_eastern,solo,public,airbnb,196.4,0,low,Tozeur
18,female,arab,Kebili,relaxation,medium,coastal,african,family,plane,hostel,229.5,0,medium,Mahdia
47,male,african,Sousse,cultural,medium,coastal,middle_eastern,solo,car,hotel,297.7,0,low,Monastir
46,male,tunisian,Kebili,beaches,low,north,tunisian,solo,car,hostel,40.0,1,low,Bizerte
40,female,other,Medenine,adventure,low,desert,mediterranean,solo,public,hotel,141.4,0,medium,Tozeur
39,female,arab,Siliana,beaches,high,south,european,friends,plane,hostel,133.4,0,high,Gabes
42,male,other,Beja,relaxation,low,desert,asian,friends,public,hostel,164.9,1,low,Kebili
55,male,tunisian,Siliana,adventure,high,coastal,indian,solo,car,hotel,227.2,1,medium,Sfax
53,female,other,Jendouba,relaxation,medium,coastal,tunisian,couple,plane,airbnb,166.5,1,high,Mahdia
32,male,european,Tozeur,adventure,medium,inland,asian,family,public,airbnb,181.1,0,medium,Gafsa
30,female,african,Zaghouan,party,high,north,middle_eastern,solo,plane,resort,71.6,1,low,Ben Arous
18,male,arab,Bizerte,adventure,high,inland,mediterranean,friends,public,airbnb,192.2,1,low,Gafsa
43,male,african,Siliana,beaches,low,inland,indian,solo,car,airbnb,193.8,0,low,Sfax
29,female,other,Ariana,adventure,high,south,mediterranean,couple,plane,airbnb,130.8,1,medium,Tataouine
46,female,european,Kasserine,nature,low,coastal,tunisian,family,public,hostel,175.6,0,low,Mahdia
35,female,tunisian,Tataouine,adventure,high,coastal,european,couple,plane,hostel,197.5,1,low,Sfax
36,male,tunisian,Nabeul,luxury,high,south,asian,family,car,airbnb,178.7,1,medium,Gabes
41,male,european,Le Kef,beaches,high,inland,asian,solo,car,hotel,245.6,0,medium,Sfax
56,male,arab,Nabeul,cultural,low,inland,asian,solo,public,hostel,346.6,0,high,Kairouan
62,male,arab,Le Kef,luxury,medium,north,asian,friends,plane,hostel,94.7,0,medium,Manouba
34,female,other,Medenine,luxury,medium,desert,indian,family,plane,airbnb,167.6,0,medium,Tozeur
47,female,african,Bizerte,adventure,low,south,mediterranean,family,plane,hostel,152.3,1,medium,Tataouine
29,male,tunisian,Sousse,cultural,high,south,asian,couple,car,resort,269.8,1,low,Medenine
36,female,african,Sfax,cultural,high,coastal,tunisian,friends,plane,airbnb,129.8,0,medium,Monastir
29,male,arab,Siliana,nature,high,north,middle_eastern,friends,car,hotel,193.2,1,high,Jendouba
41,female,tunisian,Ariana,nature,high,inland,asian,solo,public,hostel,147.1,0,medium,Siliana
44,female,tunisian,Kebili,beaches,medium,inland,european,family,car,resort,125.8,1,low,Sfax
49,male,tunisian,Bizerte,relaxation,low,south,middle_eastern,solo,plane,hostel,155.2,0,low,Gabes
